Name,Sector,Circuit Type,Executive Agency,Line Length (cKM),Month Of Completion,Year Of Completion (FY),matched_districts,matched_areas,matched_district_count,matched_area_count,endpoint0_district,endpoint1_district,area0,area1,is_tantransco,capacity_available,capacity_mw,capacity_note
"LILO of one ckt of Mhaisal-Jath at Alkud SS (Jath
to Alkud Portion)",State,D/C,MSETCL,22.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Keonjhar (PGCIL SS) to Turumunga GSS,State,D/C,OPTCL,34.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Akal-Giral Line at 220 kV GSS
Sheo",State,D/C,RVPNL,8.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Balotra-HRRL Line at 400 kV GSS
Pachpadra",State,D/C,RVPNL,10.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Juna Renewable Energy Private Limited Solar
Power Plant (switchyard located in Village Kawani District-Bikaner Rajasthan)-Bikaner-II (ISTS) Pooling station 220 kV line",Private,S/C,Juna Renewable Energy,16.0,Jun-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
765 kV D/C Banaskantha-Ahemadabad line  under Project:   Transmission  Network Expansion  in  Gujarat associated with integration  of RE projects from Khavda potential  RE zone  (SPV: POWERGRID KHAVDA RE TRANSMISSION SYSTEM LIMITED),Central,D/C,PGCIL,270.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of both  circuits of Agra – Jaipur (south)  400kV D/c at Dausa under project: Transmission  system for evacuation  of power from REZ in Rajasthan  (20 GW) under Phase-III  part H (SPV: POWERGRID  Beawar
DausaTransmission  Ltd)",Central,D/C,PGCIL,44.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kurud-Rajim (Circuit-I),State,D/C,CSPTCL,33.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one  circuit of 400 kV D/C Lahal  - Chamera (Rajera)  line  at Tower No- T-08 to Kutehr HEP  (240 MW) in  Distt- Chamba-,State,D/C,HPPTCL,2.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one  ckt of Kanhan- Umred line  at
Pachgaon  SS",State,D/C,MSETCL,22.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one  ckt of Mhaisal-Jath  at Alkud (400 kV S/S)(Mhaissal  to Alkud Portion),State,S/C,MSETCL,22.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Barmer-Akal  line  at 220
kV GSS  Sheo",State,D/C,RRVPNL,17.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Edapon  to Pathanamthitta line,State,D/C,KSEBL,57.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Janagon to Husnabad line,State,D/C,TGTRANSCO,79.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Mohana-Samalkha line  at Jajji  SS
(ckt-1  & ckt-4)",State,M/C,HVPNL,13.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Tepla - Madanpur line  and Tepla -
Raiwali  line  at Sadhaura SS",State,M/C,HVPNL,105.0,Jul-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ckt-2  of 765 kV D/C KPS2-KPS3 line under Project: Establishment of Khavda Pooling Station-3  (KPS3)  in  Khavda RE Park (SPV Name: POWERGRID  KPS3 TRANSMISSION LIMITED),Central,D/C,PGCIL,15.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of MTPS  (A)  - Borjora line  at MTPS  (B),Central,M/C,DVC,86.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
400 kV D/c PVUNL - Katia (Patratu)  line,State,D/C,JUSNL,13.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220 kV Narendra-Mahalingapur D/c line  at 220 kV Salahalli  S/S,State,M/C,KPTCL,9.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV Sahakarinagar to Mathikere  GIS
(UG Cable)",State,S/C,KPTCL,6.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV Uppalwadi-Pardi  line  Ckt-II  (UG
Cable)",State,D/C,MSETCL,13.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Vishwind- Bhenda line,State,D/C,MSETCL,86.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Mansa- Budhlada line  (ckt-I),State,D/C,PSTCL,26.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO Korattur-Kilpauk 230 kV Feeder at
Ganesh  Nagar GIS  SS  (UG Cable)",State,D/C,TANTRANSCO,3.0,Aug-25,2025-26,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Overhead (OH)  portion  of 230 line  from 400 kV Sholinganallur (Ottiyambakkam) SS  to 230 kV Kits Park SS (Ottiyambakkam SS  to loc.34 upto Cable termination  tower),State,S/C,TANTRANSCO,6.0,Aug-25,2025-26,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
STPS  to Raghunathpur (220 kV SS),State,D/C,WBSETCL,46.0,Aug-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV D/C line  from Bhadson  (800 kV SS
)  to Ramana - Ramani  SS",State,D/C,HVPNL,47.0,Sep-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one  ckt. of 220 kV D/C Nissing to Salempur line  at 220  kV substation Ramana Ramani,State,D/C,HVPNL,17.0,Sep-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one  ckt of 220 kV Nuapada (Cuttack)  - Pratapsason  D/c line  at
Balianta GSS",State,D/C,OPTCL,21.0,Sep-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Underground cable  portion  of 230 kV line from 400 kV Sholinganallur (Ottiyambakkam)  SS  to 230 kV Kits Park SS  (from Loc. No. 35 to Kits Park SS  ),State,S/C,TANTRANSCO,3.0,Sep-25,2025-26,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
400 kV Veltoor - Yedula line  (Circuit -I  &II),State,D/C,TGTRANSCO,94.0,Sep-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
400 kV yedula -Vettam (Circuit-II),State,D/C,TGTRANSCO,30.0,Sep-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Yadadri  TPP - Choutuppal  line,State,D/C,TGTRANSCO,185.0,Sep-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of existing Birpara-Alipurduar 220 kV D/C line  of PGCIL at Falakata SS,State,M/C,WBSETCL,16.0,Sep-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 765 kV S/c Meerut – Bhiwani  line at Narela   under Project: Transmission system strengthening scheme  for evacuation  of power from solar energy zones in  Rajasthan  (8.1 GW) under phase- II- Part G (SPV Name: POWERGRID  Narela Transmission  Limited),Central,S/C,PGCIL,68.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Stringing of Second circuit of Kishenpur - Dulhasti  400 kV D/c (Quad)  line  (Kishtwar- Kishenpur section)  under Project: Transmission  system for evacuation  of Power from Pakaldul  HEP  in  Chenab
Valley HEPs - LTA System",Central,S/C,PGCIL,121.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nagarbhavi: LILO of 220 kV Peenya- Singarpet line  at Nagarbhavi  S/S   (UG Cable),State,D/C,KPTCL,5.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"White  field (Hagadur)  :   220 kV UG cable
from Hoody to   Hagadur S/s",State,S/C,KPTCL,8.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Dudda: Reorientation  of Shimoga- Shantigrantigrama line  and Mugulavally- Shantigrantigrama line  by doing LILO- 220 kV   line  from    220 kV Mugulavally to Dudda S/s and then  to 400 kV PGCIL Shantigrantigrama S/S (M1 Line)   and from 220 kV Shivamoga to 220 kV Dudda to 220 kV Hassan   and   then  to Shantigrantigrama S/S (M2 line),State,D/C,KPTCL,14.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Mansa- Budhlada line  (Ckt-II),State,D/C,PSTCL,26.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"220 kV D/c line  from Dhanansu SS  to Tata Steel  plant, Kadiana Khurd Ckt-I  (late reported, commissioned in  September- 2025)",State,D/C,PSTCL,5.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
400 kV D/C from SSCTPS  - Babai  line,State,D/C,RRVPNL,491.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of Bhilwara -Beawer S/C line  at
Rayla (220 kV GSS)",State,D/C,RRVPNL,26.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Indirapuram- Sector 62 Noida Line,State,D/C,UPPTCL,3.0,Oct-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Laying of cable between Minamarg & Zojilla top section of Alusteng-Drass 220 kV Section under Project: Transmission System Stregthening for Srinagar-Leh TS,Central,S/C,PGCIL,12.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Removal of LILO of Bawana- Mandola 400 kV D/C line at Maharanibagh S/S and Extension of above LILO section from Maharanibagh upto Narela S/S so as to form 2X400 kV D/C Maharanibagh - Narela line (Ckt- 1,2,3 & 4) under Project: Transmission System Strengthening Scheme for Evacuation of Power from Solar Energy Zones in Rajasthan (8.1GW) under Phase-II-Part   G1",Central,M/C,PGCIL,114.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Hindupur - Pamapnurthanda Circuit-III,State,D/C,APTRANSCO,74.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt of 400 kV Soja - Zerda line at 400 kV Veloda S/s,State,D/C,GETCO,61.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one Circuit of 220 kV D/C   Cheka- Sonta line at 220 kV Neemwala (Late reported, commissioned in October-2025)",State,D/C,HVPNL,3.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Kalwa - Bapgaon D/c line at Mankoli substation (late reported, commissioned in October-2025)",State,D/C,MSETCL,1.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Birdha- Lalitpur SC line,State,S/C,UPPTCL,28.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Shamli- Badhaikalan line (Ckt.-I & II),State,D/C,UPPTCL,67.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of 220 kV Nara- Jansath line at Meerut (765) (Late reported, commissioned in June-2025)",State,D/C,UPPTCL,95.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one ckt. of 400 kV Greater Noida (765kV)- Pali, Gr. Noida DC line at 400 kV S/s Metro Depot (Gr. Noida) (Intra state TBCB_UP)",Private,D/C,Tata Power,4.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Interconnecting cable from Metro Depot (400) to RC Green (Intra state TBCB_UP),Private,S/C,Tata Power,2.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Interconnecting cable from Metro Depot (400) to Metro Depot (220) (Intra state TBCB_UP),Private,S/C,Tata Power,2.0,Nov-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Khetri - Narela   765 kV D/C Line under project: Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan (8.1 GW) under phase-II- Part G,Central,D/C,PGCIL,340.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
765 kV D/C Lakadia PS - Ahmedabad Line under project: Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part B,Central,D/C,PGCIL,368.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Hindupur to Pampanurthanda line -II (Circuit-IV)(GEC-I),State,D/C,APTRANSCO,74.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kurud-Gurur line,State,D/C,CSPTCL,74.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV D/C Sonipat (PG) -Pocket-A IMT Kharkhoda line,State,D/C,HVPNL,42.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV Pocket-A IMT Kharkhoda - MSIL line (one ckt).,State,S/C,HVPNL,4.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Mundayad - Mylatty 220 kV line (part of Kanhirode Mylatty line) (Kolathunad Lines Strengthening Package-KLSP- Project B),State,D/C,KSEB,150.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
220 kV line from Bajakhana  SS to RTSS Romana Albel singh,State,S/C,PSTCL,14.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
230 kV D/c line from Tharamani SS to Kits Park (OH Portion+ UG Cable),State,D/C,TANTRANSCO,19.0,Dec-25,2025-26,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Unnao(400)-Bithoor Line   at Trans Ganga City(400),State,D/C,UPPTCL,9.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one ckt of 220 kV Domjur –
Arambagh Line at Khanakul 220 KV GIS",State,D/C,WBSETCL,23.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
North Karanpura-Gaya 400 kV D/C line (Immediate evacuation for North Karanpura (3x660 MW) generation project of NTPC (ERSS XIX),Private,D/C,Adani,196.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Koteshwar - Rishikesh 400 kV D/C line (System strengthening in northern region (NRSS XXXVI) along with LILO of Sikar- Neemrana 400 kV D/C line at
Babai(RVPNL))",Private,D/C,Tata Power,77.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Fatehgarh-4 PS- Fatehgarh-3 PS 400 kV D/c line (Transmission system for evacuation of power from REZ in Rajasthan (20 GW) under phase III –Part A1),Private,D/C,Apraava Energy,43.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one circuit of Kishenpur – Dulhasti 400 kV D/c line   at Kishtwar  (Transmission System for evacuation of power from Pakaldul HEP in Chenab Valley HEPs ),Private,D/C,Resonia (formerly sterlite),3.0,Dec-25,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Bhadla II - Sikar II 765 kV D/C line (2nd) under project: Transmission system associated with LTA applications from Rajasthan SEZ Part-E, Phase-II (SPV: POWERGRID Bhadla Sikar Transmission Limited)",Central,D/C,PGCIL,628.0,Jan-26,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Ckt-1 of Jaipur (Phagi)-Gwalior 765 kV D/c at Dausa under Project: Transmission system for evacuation of power from REZ in Rajasthan (20 GW) under Phase-III part H (SPV: POWERGRID Beawar DausaTransmission Ltd.),Central,D/C,PGCIL,67.0,Jan-26,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
765 kV D/C Ahemdabad- New Navsari (South Gujrat) line under Project: Transmission scheme for evacuation of 4.5 GW RE injection at Khavda PS under Phase II- Part C (SPV Name: POWERGRID Khavda II-C Transmission Limited),Central,D/C,PGCIL,590.0,Jan-26,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Ananthpuram PS-Kurnool-III PS 400 kV D/c Line under Project: Transmission scheme for Solar Energy Zone in Ananthpuram (Ananthapur) (2500 MW) and Kurnool (1000 MW), Andhra Pradesh (SPV: POWERGRID Ananthpuram Kurnool Transmission Ltd.)",Central,D/C,PGCIL,171.0,Jan-26,2025-26,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
